Site,BL,low,high
25.0,3.151763,2.284172,2.644953799999999
75.0,3.15166,2.284069,2.638218679999999
125.0,3.1523,2.284709,2.645127600000001
175.0,3.154869,2.287278,2.6348937199999987
225.0,3.1523,2.284709,2.6260555200000018
275.0,3.1523,2.18213,2.625608000000001
325.0,3.154021,2.183851,2.6298823999999996
375.0,3.156708,2.186538,2.633696239999999
425.0,3.1585669999999997,2.1883969999999997,2.63744052
475.0,3.15959,2.18942,2.6349907999999984
525.0,3.159491,2.189321,2.6235431999999994
575.0,3.158447,2.188277,2.6132068000000004
625.0,3.159491,2.189321,2.6123084799999985
675.0,3.160958,2.190788,2.6172408799999998
725.0,3.158447,2.188277,2.608547399999999
775.0,3.151866,2.181696,2.598269720000001
825.0,3.147936,2.177766,2.594266439999999
875.0,3.146608,2.182893,2.5665331599999983
925.0,3.143998,2.180283,2.56141008
975.0,3.136234,2.1725190000000003,2.560878679999999
1025.0,3.1293290000000002,2.1656140000000006,2.56529104
1075.0,3.126311,2.1625959999999997,2.5533443200000003
1125.0,3.1235370000000002,2.159822,2.5541940000000003
1175.0,3.1232130000000002,2.159498,2.550445919999999
1225.0,3.1209649999999995,2.1572499999999994,2.54471156
1275.0,3.1168009999999997,2.153086,2.541167719999999
1325.0,3.113289,2.1495740000000003,2.5428083600000004
1375.0,3.110418,2.1467030000000005,2.5404682399999983
1425.0,3.10731,2.1435950000000004,2.5346337200000004
1475.0,3.1033160000000004,2.1396010000000008,2.5213473200000003
1525.0,3.099042,2.135327,2.521978879999999
1575.0,3.0966970000000003,2.132982,2.5230303599999995
1625.0,3.09521,2.131495,2.513419680000001
1675.0,3.0920520000000002,2.128337,2.504968040000001
1725.0,3.090477,2.1267620000000003,2.5017395600000008
1775.0,3.08917,2.1254550000000005,2.5007568000000004
1825.0,3.0870450000000003,2.12333,2.49933348
1875.0,3.086619,2.122904,2.49285288
1925.0,3.086723,2.1230080000000005,2.49229008
1975.0,3.086656,2.122941,2.4760013599999993
2025.0,3.085313,2.1215980000000005,2.469617239999999
2075.0,3.0846940000000003,2.120979,2.4715298800000016
2125.0,3.0851330000000003,2.1214180000000002,2.4796075599999994
2175.0,3.0847399999999996,2.1210249999999995,2.4768777600000003
2225.0,3.084175,2.1204600000000005,2.474042400000001
2275.0,3.0815960000000002,2.1178810000000006,2.47615172
2325.0,3.0823410000000004,2.118626000000001,2.4900252799999985
2375.0,3.0805540000000002,2.1168390000000006,2.483665440000001
2425.0,3.0815960000000002,2.1178810000000006,2.4842400399999995
