Site,BL,low,high
25.0,4.583341525164174,3.1194273230561613,3.734132447730813
75.0,4.585559453312727,3.121645251204714,3.7219912256337127
125.0,4.582999645837562,3.119085443729549,3.7065907002588485
175.0,4.580671837682762,3.0749836383809495,3.6744409307229935
225.0,4.578048542787221,3.0723603434854088,3.6536911887131795
275.0,4.573267690037261,3.067579490735448,3.6263690233445445
325.0,4.567709269125601,3.062021069823788,3.59144889407386
375.0,4.561275035694087,3.0555868363922745,3.557663427313643
425.0,4.553970226664988,3.048282027363175,3.541387410945826
475.0,4.548929196205765,3.0432409969039522,3.515350001843994
525.0,4.5425846824987905,3.036896483196978,3.505501830859324
575.0,4.541369599473939,3.035681400172127,3.4961012588177534
625.0,4.540705097230541,2.9082699365741664,3.479681749561248
675.0,4.540705097230541,2.9082699365741664,3.478781933272634
725.0,4.538823955858814,2.9063887952024396,3.4788262281231104
775.0,4.537652796374033,2.9052176357176585,3.4707099928547915
825.0,4.538352366616983,2.905917205960608,3.464652509505915
875.0,4.538525382166405,2.9060902215100306,3.446570894670642
925.0,4.5388609169793055,2.906425756322931,3.436555050264034
975.0,4.540002024220411,2.9075668635640364,3.431384209769223
1025.0,4.53946191312928,2.9070267524729054,3.4277676746899512
1075.0,4.539161415054293,2.9067262543979187,3.4157908371813717
1125.0,4.541479687562376,2.9090445269060012,3.4110216187223052
1175.0,4.540002024220411,2.9075668635640364,3.4081661912254413
1225.0,4.540002024220411,2.9075668635640364,3.4030272954103644
1275.0,4.540594376550984,2.9081592158946092,3.393101908347009
1325.0,4.542534294635136,2.910099133978761,3.391233137636247
1375.0,4.543178023117547,2.9107428624611726,3.395525107243368
1425.0,4.546280338987743,2.9138451783313686,3.3948839359387684
1475.0,4.552785526134295,2.920350365477921,3.3949892932279457
1525.0,4.555239387235643,2.9228042265792684,3.3933871719577233
1575.0,4.554424547503784,2.921989386847409,3.379899146673603
1625.0,4.554424547503784,2.921989386847409,3.377166273460441
1675.0,4.552785526134295,2.920350365477921,3.3782296420388453
1725.0,4.55123356755253,2.9187984068961557,3.3792790623403137
1775.0,4.55123356755253,2.9187984068961557,3.3781641733818395
1825.0,4.552380117046367,2.919944956389992,3.3858244093865935
1875.0,4.551457448732758,2.919022288076383,3.3867069217985355
1925.0,4.55266913471673,2.9202339740603556,3.3853875502832276
1975.0,4.55123356755253,2.9187984068961557,3.379504151634162
2025.0,4.548733099590574,2.9162979389342,3.363605549518809
2075.0,4.547553117874317,2.9151179572179426,3.360329874911617
2125.0,4.5425846824987905,2.910149521842416,3.355462678419137
2175.0,4.535515700205522,3.0804691300795333,3.3432974498798593
2225.0,4.5304119609861955,3.0753653908602065,3.3323056149219497
2275.0,4.525089431098264,3.070042860972275,3.319217536630008
2325.0,4.517628517048774,3.062581946922785,3.3320873442747025
2375.0,4.516155632886499,3.06110906276051,3.327297435144798
