Site,TMRCA,low,high
25.0,1.5286356753187342,1.1989435967284963,1.3703553001429079
75.0,1.529431498099583,1.199739419509345,1.3667636083446542
125.0,1.5302425629028795,1.2005504843126416,1.3647204135933964
175.0,1.5307409428697965,1.2010488642795585,1.3612097309368318
225.0,1.5310793848577613,1.2013873062675233,1.3602423763056533
275.0,1.5307608811865467,1.2010688025963088,1.3597054450876978
325.0,1.5310793848577613,1.2013873062675233,1.3575875606271217
375.0,1.5310669334580271,1.2013748548677892,1.3540521020409308
425.0,1.5307438707227625,1.2010517921325246,1.35182666934521
475.0,1.5305094967412658,1.2008174181510278,1.3499746710447353
525.0,1.5305094967412658,1.2008174181510278,1.3455984994310959
575.0,1.5305094967412658,1.2008174181510278,1.3446674134912167
625.0,1.5301267553722144,1.2004346767819765,1.341838308417189
675.0,1.5302425629028795,1.2005504843126416,1.3400126145896556
725.0,1.5306293303951182,1.2009372518048802,1.3400935325353953
775.0,1.5310669334580271,1.2013748548677892,1.3389794892193174
825.0,1.5319793066143015,1.2022872280240635,1.3353154688610405
875.0,1.5327878772567731,1.2030957986665352,1.3323566583844502
925.0,1.533715709867347,1.204023631277109,1.328747293697318
975.0,1.5343638741151846,1.0910919906113992,1.3256679848607718
1025.0,1.5341201602670695,1.090848276763284,1.3225866061063098
1075.0,1.5341201602670695,1.090848276763284,1.321084883422598
1125.0,1.5336795152727936,1.0904076317690081,1.3149349301930844
1175.0,1.5327878772567731,1.0895159937529877,1.3140978489917605
1225.0,1.5325906912295404,1.089318807725755,1.3113802156336034
1275.0,1.5323809804831878,1.0891090969794024,1.312259651598782
1325.0,1.532609376313103,1.0893374928093176,1.3110314972168313
1375.0,1.532473112696145,1.0892012291923596,1.3093660731418126
1425.0,1.532473112696145,1.0892012291923596,1.3103502722103777
1475.0,1.532958924643335,1.0896870411395496,1.3097427223024676
1525.0,1.532958924643335,1.0896870411395496,1.3075560178053438
1575.0,1.5329632359003926,1.0896913523966072,1.304655577025017
1625.0,1.5327878772567731,1.0895159937529877,1.304540315989679
1675.0,1.5327878772567731,1.0895159937529877,1.3046163335482646
1725.0,1.5331215791935051,1.0898496956897197,1.3021864637223843
1775.0,1.5335139360877186,1.0902420525839331,1.3021516544616132
1825.0,1.533593006924637,1.0903211234208516,1.2990459333508855
1875.0,1.5340708712859117,1.0907989877821263,1.2974581047634226
1925.0,1.534655329184332,1.0913834456805465,1.302561303743152
1975.0,1.5350746223211662,1.0918027388173808,1.2962239588265974
2025.0,1.5360367932376133,1.092764909733828,1.292702287547742
2075.0,1.5377024955062806,1.0882805861939326,1.2938133059814245
2125.0,1.5381641498676637,1.0887422405553158,1.291428034501513
2175.0,1.5386994447992566,1.0892775354869086,1.2891483400431027
2225.0,1.5392062190578881,1.0897843097455402,1.2891877024664617
2275.0,1.5407764630875984,1.0913545537752505,1.288970342032694
2325.0,1.5412522365690207,1.0918303272566727,1.289150016266279
2375.0,1.5415513812741737,1.087129905254287,1.28886821038193
2425.0,1.54282185223724,1.0884003762173533,1.2889528849496295
2475.0,1.5434197868972037,1.088998310877317,1.290595805075405
2525.0,1.5449925550766737,1.081301883269665,1.2884204890409934
2575.0,1.546273981281893,1.0825833094748845,1.2877459378045553
2625.0,1.5471758837207288,1.0834852119137202,1.2889848264789228
2675.0,1.5486248928053492,1.0849342209983406,1.2897401389514107
2725.0,1.5494493581886697,1.085758686381661,1.2926235863985236
2775.0,1.5497091087578532,1.0860184369508445,1.2937392087996573
2825.0,1.550273274081909,1.0865826022749003,1.2949484092856651
2875.0,1.5510474175914686,1.08735674578446,1.2945283438089294
2925.0,1.5518717879598563,1.0881811161528476,1.2943297667933567
2975.0,1.552130514260622,1.0884398424536135,1.2946233460576893
3025.0,1.552130514260622,1.0884398424536135,1.2942063752158144
3075.0,1.5523197519784446,1.088629080171436,1.294036880691837
3125.0,1.5537036988058397,0.9578366021812283,1.2910330655999116
